Effort,Project,Sample,Remark
SLM,GCB,118_Hend_1and2SubA_9_21_10,Non-CoDL_outgroup
SLM,GCB,119_FPPoint_1Core30_11_17_10,Non-CoDL_outgroup
SLM,GCB,120_FPPoint_1CoreOil_11_17_10,Non-CoDL_outgroup
SLM,GCB,121_B11_1_2SubA_11_16_10,Non-CoDL_outgroup
SLM,GCB,122_StA_1_2SubA_11_17_10,Non-CoDL_outgroup
SLM,GCB,123_OB_1_2SubA_11_18_10,Non-CoDL_outgroup
SLM,GCB,124_FP_1_2SubA_11_17_10,Non-CoDL_outgroup
SLM,GCB,125_Hend_1_2SubA_11_16_10,Non-CoDL_outgroup
SLM,GCB,126_StG_1_2SubA_9_20_10,Non-CoDL_outgroup
SLM,GCB,127_StG_1_2SubA_11_15_10,Non-CoDL_outgroup
SLM,GCB,128_4BayStL_2AH2O_6_16_10,Non-CoDL_outgroup
SLM,GCB,129_4BayStL_2AH2O_8_10_10,Non-CoDL_outgroup
SLM,GCB,130_4BayStL_2AH2O_9_19_10,Non-CoDL_outgroup
SLM,GCB,131_4BayStL_2AH2O_11_15_10,Non-CoDL_outgroup
SLM,GCB,132_StA_2AH2O_9_20_10,Non-CoDL_outgroup
SLM,GCB,135_B11_2AH2O_9_19_10,Non-CoDL_outgroup
SLM,GCB,136_B11_2AH2O_11_16_10,Non-CoDL_outgroup
SLM,GCB,137_OB_2AH2O_8_8_10,Non-CoDL_outgroup
SLM,GCB,138_OB_2AH2O_9_22_10,Non-CoDL_outgroup
SLM,GCB,139_OB_2AH2O_11_18_10,Non-CoDL_outgroup
SLM,GCB,140_FP_2AH2O_8_8_10,Non-CoDL_outgroup
SLM,GCB,141_FP_2AH2O_9_22_10,Non-CoDL_outgroup
SLM,GCB,142_FP_2AH2O_11_17_10,Non-CoDL_outgroup
SLM,GCB,145_Hend_2AH2O_9_21_10,Non-CoDL_outgroup
SLM,GCB,146_Hend_2AH2O_11_16_10,Non-CoDL_outgroup
SLM,GCB,147_StG_2AH2O_9_20_10,Non-CoDL_outgroup
SLM,GCB,148_StG_2AH2O_11_15_10,Non-CoDL_outgroup
SLM,GCB,149_FP_2Core15_11_17_10,Non-CoDL_outgroup
SLM,GCB,150_FP_2Core30_11_17_10,Non-CoDL_outgroup
SLM,GCB,151_FP_2CoreOil_11_17_10,Non-CoDL_outgroup
SLM,GCB,152_Hend_2Core15_11_16_10,Non-CoDL_outgroup
SLM,GCB,153_Hend_2Core30_11_16_10,Non-CoDL_outgroup
SLM,GCB,154_OB_2Core15_11_18_10,Non-CoDL_outgroup
SLM,GCB,155_OB_2Core30_11_18_10,Non-CoDL_outgroup
SLM,GCB,156_OB_2CoreOil_11_18_10,Non-CoDL_outgroup
SLM,GCB,157_B11_2Core15_11_16_10,Non-CoDL_outgroup
SLM,GCB,158_StG_2Core15_11_15_10,Non-CoDL_outgroup
SLM,GCB,159_StG_2Core30_11_15_10,Non-CoDL_outgroup
SLM,GCB,160_FPBAY_1BermA_B_11_17_10,Non-CoDL_outgroup
SLM,GCB,81_4BayStL_2BermA_6_16_10,Non-CoDL_outgroup
SLM,GCB,82_4BayStL_1_2BermA_8_10_10,Non-CoDL_outgroup
SLM,GCB,84_4BayStL_1_2BermA_11_15_10,Non-CoDL_outgroup
SLM,GCB,90_OB_1_2BermA_8_8_10,Non-CoDL_outgroup
SLM,GCB,91_OB_1_2BermA_9_22_10,Non-CoDL_outgroup
SLM,GCB,92_OB_1_2BermA_11_18_10,Non-CoDL_outgroup
SLM,GCB,93_FP_1_2BermA_8_8_10,Non-CoDL_outgroup
SLM,GCB,94_FP_1_2BermA_9_22_10,Non-CoDL_outgroup
SLM,GCB,95_FP_1_2BermA_11_17_10,Non-CoDL_outgroup
SLM,GCB,97_Hend_2BermA_6_15_10,Non-CoDL_outgroup
SLM,NIH3,2_Mile_11394,Non-CoDL_outgroup
SLM,NIH3,2_Mile_13797,Non-CoDL_outgroup
SLM,NIH3,5_Mile_13794,Non-CoDL_outgroup
SLM,NIH3,Bear_PU49,Non-CoDL_outgroup
SLM,NIH3,BWWTP,Non-CoDL_outgroup
SLM,NIH3,Cat_PU03,Non-CoDL_outgroup
SLM,NIH3,Cat_PU12,Non-CoDL_outgroup
SLM,NIH3,Cat_PU15,Non-CoDL_outgroup
SLM,NIH3,Cat_PU16,Non-CoDL_outgroup
SLM,NIH3,Cat_PU18,Non-CoDL_outgroup
SLM,NIH3,Cat_PU21,Non-CoDL_outgroup
SLM,NIH3,Cat_PU24,Non-CoDL_outgroup
SLM,NIH3,Cat_PU25,Non-CoDL_outgroup
SLM,NIH3,Cat_PU30,Non-CoDL_outgroup
SLM,NIH3,Cat_PU31,Non-CoDL_outgroup
SLM,NIH3,Channel_13728,Non-CoDL_outgroup
SLM,NIH3,Cow_PU75,Non-CoDL_outgroup
SLM,NIH3,Cow_PU76,Non-CoDL_outgroup
SLM,NIH3,Cow_PU77,Non-CoDL_outgroup
SLM,NIH3,Cow_PU78,Non-CoDL_outgroup
SLM,NIH3,Cow_PU80,Non-CoDL_outgroup
SLM,NIH3,Cow_PU84,Non-CoDL_outgroup
SLM,NIH3,Cow_PU85,Non-CoDL_outgroup
SLM,NIH3,Cow_PU86,Non-CoDL_outgroup
SLM,NIH3,Cow_PU89,Non-CoDL_outgroup
SLM,NIH3,Cow_PU90,Non-CoDL_outgroup
SLM,NIH3,Deer_PU11,Non-CoDL_outgroup
SLM,NIH3,Deer_PU51,Non-CoDL_outgroup
SLM,NIH3,Deer_PU54,Non-CoDL_outgroup
SLM,NIH3,Deer_PU55,Non-CoDL_outgroup
SLM,NIH3,Deer_PU59,Non-CoDL_outgroup
SLM,NIH3,Deer_PU62,Non-CoDL_outgroup
SLM,NIH3,Deer_PU68,Non-CoDL_outgroup
SLM,NIH3,Dog_PU01,Non-CoDL_outgroup
SLM,NIH3,Dog_PU04,Non-CoDL_outgroup
SLM,NIH3,Dog_PU05,Non-CoDL_outgroup
SLM,NIH3,Dog_PU06,Non-CoDL_outgroup
SLM,NIH3,Dog_PU07,Non-CoDL_outgroup
SLM,NIH3,Dog_PU08,Non-CoDL_outgroup
SLM,NIH3,Dog_PU13,Non-CoDL_outgroup
SLM,NIH3,Dog_PU17,Non-CoDL_outgroup
SLM,NIH3,Dog_PU19,Non-CoDL_outgroup
SLM,NIH3,Dog_PU20,Non-CoDL_outgroup
SLM,NIH3,Dog_PU23,Non-CoDL_outgroup
SLM,NIH3,FMRHAC30_11141,Non-CoDL_outgroup
SLM,NIH3,FMRHC05,Non-CoDL_outgroup
SLM,NIH3,FMRHC16_11111,Non-CoDL_outgroup
SLM,NIH3,FMRHC33,Non-CoDL_outgroup
SLM,NIH3,FMRHC35,Non-CoDL_outgroup
SLM,NIH3,FMRHC43,Non-CoDL_outgroup
SLM,NIH3,FMRKK20_15200,Non-CoDL_outgroup
SLM,NIH3,FMRKK30_15206,Non-CoDL_outgroup
SLM,NIH3,FMRKK40_15297,Non-CoDL_outgroup
SLM,NIH3,FMRMN06_11117,Non-CoDL_outgroup
SLM,NIH3,FMRMN36_11237,Non-CoDL_outgroup
SLM,NIH3,FMRMN53,Non-CoDL_outgroup
SLM,NIH3,FMRMN73,Non-CoDL_outgroup
SLM,NIH3,FMRWPC11_17977,Non-CoDL_outgroup
SLM,NIH3,Fox0,Non-CoDL_outgroup
SLM,NIH3,Fox2,Non-CoDL_outgroup
SLM,NIH3,G_13792,Non-CoDL_outgroup
SLM,NIH3,GCan_11395,Non-CoDL_outgroup
SLM,NIH3,GCan_13812,Non-CoDL_outgroup
SLM,NIH3,Half_GCan_13788,Non-CoDL_outgroup
SLM,NIH3,HR1_LCL_1A,Non-CoDL_outgroup
SLM,NIH3,HR10_S5_1A,Non-CoDL_outgroup
SLM,NIH3,HR11_S5_2A,Non-CoDL_outgroup
SLM,NIH3,HR12_S5_3A,Non-CoDL_outgroup
SLM,NIH3,HR13_Fedmus01_1A,Non-CoDL_outgroup
SLM,NIH3,HR14_Fedmus02_2A,Non-CoDL_outgroup
SLM,NIH3,HR15_Fedmust03_3A,Non-CoDL_outgroup
SLM,NIH3,HR16_LCL_1,Non-CoDL_outgroup
SLM,NIH3,HR17_LCL_3,Non-CoDL_outgroup
SLM,NIH3,HR18_WITrap_1,Non-CoDL_outgroup
SLM,NIH3,HR19_WITrap_2,Non-CoDL_outgroup
SLM,NIH3,HR2_LCL_2A,Non-CoDL_outgroup
SLM,NIH3,HR20_AW_3,Non-CoDL_outgroup
SLM,NIH3,HR21_AW_4,Non-CoDL_outgroup
SLM,NIH3,HR22_JITrap_3,Non-CoDL_outgroup
SLM,NIH3,HR23_JITrap_4,Non-CoDL_outgroup
SLM,NIH3,HR4_WI_1A,Non-CoDL_outgroup
SLM,NIH3,HR5_WI_2A,Non-CoDL_outgroup
SLM,NIH3,HR6_WI_3A,Non-CoDL_outgroup
SLM,NIH3,HR7_AW_1A,Non-CoDL_outgroup
SLM,NIH3,HR8_AW_2A,Non-CoDL_outgroup
SLM,NIH3,HR9_AW_3A,Non-CoDL_outgroup
SLM,NIH3,ISCO_01_10880,Non-CoDL_outgroup
SLM,NIH3,ISCO_01_8940,Non-CoDL_outgroup
SLM,NIH3,ISCO_02_11210,Non-CoDL_outgroup
SLM,NIH3,ISCO_02_11213,Non-CoDL_outgroup
SLM,NIH3,ISCO_02_8922,Non-CoDL_outgroup
SLM,NIH3,ISCO_02_8928,Non-CoDL_outgroup
SLM,NIH3,ISCO_03_10817,Non-CoDL_outgroup
SLM,NIH3,ISCO_03_10882,Non-CoDL_outgroup
SLM,NIH3,ISCO_03_11250,Non-CoDL_outgroup
SLM,NIH3,ISCO_03_8942,Non-CoDL_outgroup
SLM,NIH3,ISCO_04_10907,Non-CoDL_outgroup
SLM,NIH3,ISCO_04_8924,Non-CoDL_outgroup
SLM,NIH3,ISCO_04_8930,Non-CoDL_outgroup
SLM,NIH3,ISCO_05_10819,Non-CoDL_outgroup
SLM,NIH3,ISCO_05_10884,Non-CoDL_outgroup
SLM,NIH3,ISCO_05_8944,Non-CoDL_outgroup
SLM,NIH3,ISCO_06_11217,Non-CoDL_outgroup
SLM,NIH3,ISCO_06_11253,Non-CoDL_outgroup
SLM,NIH3,ISCO_06_8895,Non-CoDL_outgroup
SLM,NIH3,ISCO_06_8926,Non-CoDL_outgroup
SLM,NIH3,ISCO_07_10821,Non-CoDL_outgroup
SLM,NIH3,ISCO_08_10887,Non-CoDL_outgroup
SLM,NIH3,ISCO_08_10911,Non-CoDL_outgroup
SLM,NIH3,ISCO_09_10823,Non-CoDL_outgroup
SLM,NIH3,ISCO_09_11220,Non-CoDL_outgroup
SLM,NIH3,ISCO_11_10825,Non-CoDL_outgroup
SLM,NIH3,ISCO_12_10891,Non-CoDL_outgroup
SLM,NIH3,ISCO_12_11155,Non-CoDL_outgroup
SLM,NIH3,ISCO_12_11223,Non-CoDL_outgroup
SLM,NIH3,JIEFF,Non-CoDL_outgroup
SLM,NIH3,JIINFcomposite,Non-CoDL_outgroup
SLM,NIH3,JIISCO01heavyrain,Non-CoDL_outgroup
SLM,NIH3,JIISCO02postCSO,Non-CoDL_outgroup
SLM,NIH3,JIISCO05baseline,Non-CoDL_outgroup
SLM,NIH3,JIISCO06CSO,Non-CoDL_outgroup
SLM,NIH3,JIISCO09heavyrain,Non-CoDL_outgroup
SLM,NIH3,JIISCO12CSO,Non-CoDL_outgroup
SLM,NIH3,JIISCO12postCSO,Non-CoDL_outgroup
SLM,NIH3,Junction_11380,Non-CoDL_outgroup
SLM,NIH3,Junction_13781,Non-CoDL_outgroup
SLM,NIH3,KK_11376,Non-CoDL_outgroup
SLM,NIH3,KK_13727,Non-CoDL_outgroup
SLM,NIH3,KK_RI12_13733,Non-CoDL_outgroup
SLM,NIH3,KK_River_1stStreet,Non-CoDL_outgroup
SLM,NIH3,L_13799,Non-CoDL_outgroup
SLM,NIH3,LilongweBridgeRT69,Non-CoDL_outgroup
SLM,NIH3,Linwood_11390,Non-CoDL_outgroup
SLM,NIH3,Linwood_13800,Non-CoDL_outgroup
SLM,NIH3,M_Gap_11382,Non-CoDL_outgroup
SLM,NIH3,M_GAP_13785,Non-CoDL_outgroup
SLM,NIH3,Malawi_616OS10A,Non-CoDL_outgroup
SLM,NIH3,Malawi_619LS13A,Non-CoDL_outgroup
SLM,NIH3,Malawi_619LS2A,Non-CoDL_outgroup
SLM,NIH3,Malawi_627KPSA,Non-CoDL_outgroup
SLM,NIH3,Malawi_627MLBSA,Non-CoDL_outgroup
SLM,NIH3,Malawi_627NRM15A,Non-CoDL_outgroup
SLM,NIH3,Malawi_627NRMSC,Non-CoDL_outgroup
SLM,NIH3,Malawi_707NRM40,Non-CoDL_outgroup
SLM,NIH3,Malawi_707NRM415,Non-CoDL_outgroup
SLM,NIH3,Malawi_707NRM80,Non-CoDL_outgroup
SLM,NIH3,Malawi_707NRM815,Non-CoDL_outgroup
SLM,NIH3,Malawi_707O80A,Non-CoDL_outgroup
SLM,NIH3,Malawi_707O815A,Non-CoDL_outgroup
SLM,NIH3,Malawi_71NRMD1A,Non-CoDL_outgroup
SLM,NIH3,Malawi_71NRMW3A,Non-CoDL_outgroup
SLM,NIH3,Malawi_A12110,Non-CoDL_outgroup
SLM,NIH3,MalawiDrinkingWater_RT06,Non-CoDL_outgroup
SLM,NIH3,MalawiDrinkingWater_RT36,Non-CoDL_outgroup
SLM,NIH3,MalawiDrinkingWater_RT50,Non-CoDL_outgroup
SLM,NIH3,MalawiDrinkingWater_RT54,Non-CoDL_outgroup
SLM,NIH3,MalawiDrinkingWater_RT70,Non-CoDL_outgroup
SLM,NIH3,MalawiSewage1A,Non-CoDL_outgroup
SLM,NIH3,MalawiSewage1B,Non-CoDL_outgroup
SLM,NIH3,Malwai_71NRMD6A,Non-CoDL_outgroup
SLM,NIH3,MH01B0140041,Non-CoDL_outgroup
SLM,NIH3,MH01B0140042,Non-CoDL_outgroup
SLM,NIH3,MH093021,Non-CoDL_outgroup
SLM,NIH3,MH093022,Non-CoDL_outgroup
SLM,NIH3,MH179031,Non-CoDL_outgroup
SLM,NIH3,MH179032,Non-CoDL_outgroup
SLM,NIH3,MH302011,Non-CoDL_outgroup
SLM,NIH3,MH302012,Non-CoDL_outgroup
SLM,NIH3,MH310041,Non-CoDL_outgroup
SLM,NIH3,MH310042,Non-CoDL_outgroup
SLM,NIH3,MH315011,Non-CoDL_outgroup
SLM,NIH3,MH315012,Non-CoDL_outgroup
SLM,NIH3,MH317031,Non-CoDL_outgroup
SLM,NIH3,MH317032,Non-CoDL_outgroup
SLM,NIH3,MH503031,Non-CoDL_outgroup
SLM,NIH3,MH503032,Non-CoDL_outgroup
SLM,NIH3,MHole_5049_15426,Non-CoDL_outgroup
SLM,NIH3,MHole_5062_15401,Non-CoDL_outgroup
SLM,NIH3,MKE_11378,Non-CoDL_outgroup
SLM,NIH3,MKE_13725,Non-CoDL_outgroup
SLM,NIH3,MKE_Harbor_Mouth_shakefiltered,Non-CoDL_outgroup
SLM,NIH3,MKE_River_WellsSt,Non-CoDL_outgroup
SLM,NIH3,MKEHarboratMouth,Non-CoDL_outgroup
SLM,NIH3,MkomaD1,Non-CoDL_outgroup
SLM,NIH3,MN_11377,Non-CoDL_outgroup
SLM,NIH3,MN_13726,Non-CoDL_outgroup
SLM,NIH3,MN_RI09_13731,Non-CoDL_outgroup
SLM,NIH3,MN_RI32_13744,Non-CoDL_outgroup
SLM,NIH3,MN_River_16thSt,Non-CoDL_outgroup
SLM,NIH3,OFF_BB1_13807,Non-CoDL_outgroup
SLM,NIH3,Off_BB2_11387,Non-CoDL_outgroup
SLM,NIH3,Pig_187,Non-CoDL_outgroup
SLM,NIH3,Pig_188,Non-CoDL_outgroup
SLM,NIH3,Pig_189,Non-CoDL_outgroup
SLM,NIH3,Pig_190,Non-CoDL_outgroup
SLM,NIH3,Pig_27,Non-CoDL_outgroup
SLM,NIH3,Pig_28,Non-CoDL_outgroup
SLM,NIH3,Pig_29,Non-CoDL_outgroup
SLM,NIH3,Pig_30,Non-CoDL_outgroup
SLM,NIH3,Pig_8313,Non-CoDL_outgroup
SLM,NIH3,Pig_8409,Non-CoDL_outgroup
SLM,NIH3,Piglet_PU0083,Non-CoDL_outgroup
SLM,NIH3,Rabbit_PU09,Non-CoDL_outgroup
SLM,NIH3,Rabbit_PU26,Non-CoDL_outgroup
SLM,NIH3,Raccoon_PU52,Non-CoDL_outgroup
SLM,NIH3,ReusSpain,Non-CoDL_outgroup
SLM,NIH3,RL256,Non-CoDL_outgroup
SLM,NIH3,Ruminant_PU70_91,Non-CoDL_outgroup
SLM,NIH3,RV_Embasa,Non-CoDL_outgroup
SLM,NIH3,S_Gap_13786,Non-CoDL_outgroup
SLM,NIH3,SKK59B_17457,Non-CoDL_outgroup
SLM,NIH3,SLM_NIH3,Non-CoDL_outgroup
SLM,NIH3,SSEFF,Non-CoDL_outgroup
SLM,NIH3,SSINFcomposite,Non-CoDL_outgroup
SLM,NIH3,SSINFgrab,Non-CoDL_outgroup
SLM,NIH3,Steer_PU71,Non-CoDL_outgroup
SLM,NIH3,Steer_PU72,Non-CoDL_outgroup
SLM,NIH3,Steer_PU73,Non-CoDL_outgroup
SLM,NIH3,Steer_PU74,Non-CoDL_outgroup
SLM,NIH3,Steer_PU79,Non-CoDL_outgroup
SLM,NIH3,Steer_PU81,Non-CoDL_outgroup
SLM,NIH3,Steer_PU82,Non-CoDL_outgroup
SLM,NIH3,SWC01A_11073,Non-CoDL_outgroup
SLM,NIH3,SWWTP,Non-CoDL_outgroup
SLM,NIH3,USGSGLRIblank,Non-CoDL_outgroup
SLM,NIH3,VSW_Pooled,Non-CoDL_outgroup
SLM,NIH3,WA06_stormwater,Non-CoDL_outgroup
SLM,NIH3,WA10_stormwater,Non-CoDL_outgroup
SLM,NIH3,WA12_stormwater,Non-CoDL_outgroup
SLM,NIH3,WA16F_15312,Non-CoDL_outgroup
SLM,NIH3,WAMW01_obsWell,Non-CoDL_outgroup
SLM,NIH3,WAMW03_14824,Non-CoDL_outgroup
SLM,NIH3,WAMW03_obsWell,Non-CoDL_outgroup
SLM,NIH3,Woodwd_Grate_18729,Non-CoDL_outgroup
SLM,NIH3,WWWTP,Non-CoDL_outgroup
SLM,SEAG,1St_MI_GHAV_Back1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_MI_GHAV_Berm1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_MI_GHAV1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_MI_NB_Back1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_MI_NB_Berm1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_MI_NB1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_MI_PJHOFF_Back1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_MI_PJHOFF_Berm1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_MI_PJHOFF1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_MI_PMARQ_Back1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_MI_PMARQ_Berm1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_MI_PMARQ1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_WI_ATW_Back1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_WI_ATW_Berm1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_WI_ATW1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_WI_BB_Back1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_WI_BB_Berm1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_WI_BB1_06_11_13,Non-CoDL_outgroup
SLM,SEAG,1St_WI_KASP_Back1_06_10_13,Non-CoDL_outgroup
SLM,SEAG,1St_WI_KASP_Berm1_06_10_13,Non-CoDL_outgroup
SLM,SEAG,1St_WI_KASP1_06_10_13,Non-CoDL_outgroup
SLM,SEAG,1St_WI_LTHS_Back1_06_10_13,Non-CoDL_outgroup
SLM,SEAG,1St_WI_LTHS_Berm1_06_10_13,Non-CoDL_outgroup
SLM,SEAG,1St_WI_LTHS1_06_10_13,Non-CoDL_outgroup
SLM,SEAG,Back_end_1g_COMP,Non-CoDL_outgroup
SLM,SEAG,Back_end_eluent_COMP,Non-CoDL_outgroup
SLM,SEAG,Back_end_strippedsand_1g_COMP,Non-CoDL_outgroup
SLM,SEAG,Back_start_1g_COMP,Non-CoDL_outgroup
SLM,SEAG,Berm_end_1g_COMP,Non-CoDL_outgroup
SLM,SEAG,Berm_end_eluent_COMP,Non-CoDL_outgroup
SLM,SEAG,Berm_end_strippedsand_1g_COMP,Non-CoDL_outgroup
SLM,SEAG,Berm_start_1g_COMP,Non-CoDL_outgroup
SLM,SEAG,MI_GHAV_Back1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_GHAV_Back1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_GHAV_Berm1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_GHAV_Berm1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_GHAV_SUB1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_GHAV_SUB1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_GHAV1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_GHAV1_08_07_13_RE1,Non-CoDL_outgroup
SLM,SEAG,MI_GHAV1_08_07_13_RE2,Non-CoDL_outgroup
SLM,SEAG,MI_GHAV1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_NB_Back1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_NB_Back1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_NB_Back1_09_23_13_RE1,Non-CoDL_outgroup
SLM,SEAG,MI_NB_Back1_09_23_13_RE2,Non-CoDL_outgroup
SLM,SEAG,MI_NB_Berm1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_NB_Berm1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_NB_SUB1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_NB_SUB1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_NB1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_NB1_08_07_13_RE1,Non-CoDL_outgroup
SLM,SEAG,MI_NB1_08_07_13_RE2,Non-CoDL_outgroup
SLM,SEAG,MI_NB1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_PJHOFF_Back1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_PJHOFF_Back1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_PJHOFF_Berm1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_PJHOFF_Berm1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_PJHOFF_SUB1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_PJHOFF_SUB1_08_07_13_RE1,Non-CoDL_outgroup
SLM,SEAG,MI_PJHOFF_SUB1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_PJHOFF1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_PJHOFF1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_PMARQ_Back1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_PMARQ_Back1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_PMARQ_Back1_09_23_13_RE1,Non-CoDL_outgroup
SLM,SEAG,MI_PMARQ_Berm1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_PMARQ_Berm1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_PMARQ_SUB1_08_07_1_RE1,Non-CoDL_outgroup
SLM,SEAG,MI_PMARQ_SUB1_08_07_1_RE2,Non-CoDL_outgroup
SLM,SEAG,MI_PMARQ_SUB1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_PMARQ_SUB1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,MI_PMARQ1_08_07_13,Non-CoDL_outgroup
SLM,SEAG,MI_PMARQ1_09_23_13,Non-CoDL_outgroup
SLM,SEAG,WI_ATW_Back1_07_30_13,Non-CoDL_outgroup
SLM,SEAG,WI_ATW_Back1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_ATW_Back1_09_18_13_RE1,Non-CoDL_outgroup
SLM,SEAG,WI_ATW_Back1_09_18_13_RE2,Non-CoDL_outgroup
SLM,SEAG,WI_ATW_Berm1_07_30_13,Non-CoDL_outgroup
SLM,SEAG,WI_ATW_Berm1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_ATW_Berm1_09_18_13_RE1,Non-CoDL_outgroup
SLM,SEAG,WI_ATW_Berm1_09_18_13_RE2,Non-CoDL_outgroup
SLM,SEAG,WI_ATW_SUB1_07_30_13,Non-CoDL_outgroup
SLM,SEAG,WI_ATW_SUB1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_ATW1_07_30_13,Non-CoDL_outgroup
SLM,SEAG,WI_ATW1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_BB_Back1_08_13_13,Non-CoDL_outgroup
SLM,SEAG,WI_BB_Back1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_BB_Back1_09_18_13_RE1,Non-CoDL_outgroup
SLM,SEAG,WI_BB_Berm1_08_13_13,Non-CoDL_outgroup
SLM,SEAG,WI_BB_Berm1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_BB_SUB1_08_13_13,Non-CoDL_outgroup
SLM,SEAG,WI_BB_SUB1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_BB1_08_13_13,Non-CoDL_outgroup
SLM,SEAG,WI_BB1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_KASP_Back1_07_30_13,Non-CoDL_outgroup
SLM,SEAG,WI_KASP_Back1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_KASP_Back1_09_18_13_RE1,Non-CoDL_outgroup
SLM,SEAG,WI_KASP_Berm1_07_30_13,Non-CoDL_outgroup
SLM,SEAG,WI_KASP_Berm1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_KASP_SUB1_07_30_13,Non-CoDL_outgroup
SLM,SEAG,WI_KASP_SUB1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_KASP1_07_30_13,Non-CoDL_outgroup
SLM,SEAG,WI_KASP1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_LTHS_Back1_07_30_13,Non-CoDL_outgroup
SLM,SEAG,WI_LTHS_Back1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_LTHS_Back1_09_18_13_RE1,Non-CoDL_outgroup
SLM,SEAG,WI_LTHS_Berm1_07_30_13,Non-CoDL_outgroup
SLM,SEAG,WI_LTHS_Berm1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_LTHS_SUB1_07_30_13,Non-CoDL_outgroup
SLM,SEAG,WI_LTHS_SUB1_09_18_13,Non-CoDL_outgroup
SLM,SEAG,WI_LTHS_SUB1_09_18_13_RE1,Non-CoDL_outgroup
SLM,SEAG,WI_LTHS_SUB1_09_18_13_RE1},Non-CoDL_outgroup
SLM,SEAG,WI_LTHS1_07_30_13,Non-CoDL_outgroup
SLM,SEAG,WI_LTHS1_09_18_13,Non-CoDL_outgroup
